id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural
7878;valentina;75;otro;cucuta;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 05 21;0;0;1
7879;camilo;17;f;pereira;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 02 10;0;1;1
7880;jorge;56;m;cartagena;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 02 02;1;1;0
7881;laura;37;f;bucaramanga;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 03 06;0;0;0
7882;ana;71;m;medellin;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 04 05;0;0;1
7883;pedro;55;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 01 23;1;1;0
7884;camilo;;f;santa marta;las basuras no se recogen a tiempo;educacion;no urgente;2024 04 05;1;1;1
7885;pedro;62;otro;manizales;falta agua potable en varias casas;educacion;no urgente;2024 10 14;0;0;0
7886;laura;27;f;manizales;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 10 11;1;0;0
7887;maria;34;m;cucuta;las basuras no se recogen a tiempo;seguridad;urgente;2024 01 05;1;0;0
7888;ana;27;otro;bucaramanga;falta agua potable en varias casas;medio ambiente;urgente;2023 10 22;0;1;1
7889;carlos;36;f;cartagena;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2024 04 09;0;1;1
7890;maria;77;otro;bogota;faltan medicos en el centro de salud;medio ambiente;urgente;2024 11 16;1;0;1
7891;sofia;54;otro;cali;queremos mas presencia policial;seguridad;no urgente;2024 08 13;0;1;1
7892;ana;72;m;bogota;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 03 02;1;1;0
7893;ana;47;f;cartagena;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 03 23;1;1;0
7894;juan;;m;pereira;faltan medicos en el centro de salud;seguridad;urgente;2023 03 02;0;1;1
7895;jorge;39;f;cali;faltan medicos en el centro de salud;educacion;urgente;2023 06 01;0;1;1
7896;jorge;48;nan;cartagena;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 04 25;1;0;1
7897;juan;73;f;pereira;queremos mas presencia policial;educacion;urgente;2024 11 10;0;1;1
7898;maria;49;f;santa marta;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 08 31;0;0;1
7899;carlos;27;f;bogota;no hay suficientes escuelas publicas;salud;urgente;2023 09 22;1;1;1
7900;laura;49;otro;pereira;queremos mas presencia policial;medio ambiente;no urgente;2023 12 20;1;0;1
7901;laura;66;m;manizales;nan;medio ambiente;no urgente;2024 09 04;1;0;0
7902;jorge;20;otro;bucaramanga;faltan medicos en el centro de salud;salud;urgente;2024 03 26;0;1;1
7903;ana;40;otro;cucuta;necesitamos mas acceso a internet en la zona;educacion;no urgente;2023 09 23;0;0;1
7904;maria;47;nan;pereira;las calles estan muy oscuras y peligrosas;salud;urgente;2023 03 30;0;0;1
7905;ana;39;otro;pereira;faltan medicos en el centro de salud;medio ambiente;urgente;2024 03 10;1;1;1
7906;maria;50;otro;bucaramanga;faltan medicos en el centro de salud;medio ambiente;urgente;2024 03 08;0;0;1
7907;juan;64;f;pereira;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 02 11;1;1;1
7908;valentina;32;f;bucaramanga;hay problemas con la recoleccion de basura;seguridad;urgente;2023 05 29;1;1;0
7909;juan;63;otro;barranquilla;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 09 01;1;0;0
7910;valentina;73;m;barranquilla;falta agua potable en varias casas;seguridad;no urgente;2023 11 12;0;0;1
7911;sofia;23;m;pereira;las calles estan muy oscuras y peligrosas;salud;no urgente;2024 09 04;1;0;1
7912;valentina;51;f;barranquilla;no tenemos centros culturales ni bibliotecas;salud;no urgente;2023 05 20;0;1;0
7913;jorge;55;m;bogota;las basuras no se recogen a tiempo;seguridad;urgente;2023 08 14;1;1;0
7914;pedro;42;otro;cartagena;no hay suficientes escuelas publicas;seguridad;no urgente;2023 08 30;0;0;0
7915;ana;31;otro;medellin;nan;medio ambiente;urgente;2023 01 28;0;0;1
7916;maria;47;m;cartagena;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 08 18;0;0;0
7917;ana;63;m;bogota;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 01 02;0;0;0
7918;maria;54;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 01 06;0;0;0
7919;valentina;24;f;bucaramanga;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 06 25;0;1;0
7920;pedro;48;otro;cali;las basuras no se recogen a tiempo;seguridad;urgente;2024 06 27;1;1;1
7921;ana;40;m;bucaramanga;queremos mas presencia policial;seguridad;no urgente;2024 07 07;0;0;1
7922;laura;68;m;bucaramanga;las basuras no se recogen a tiempo;seguridad;urgente;2024 10 15;1;0;1
7923;jorge;54;otro;medellin;nan;medio ambiente;urgente;2023 02 13;0;0;0
7924;carlos;46;nan;medellin;falta agua potable en varias casas;salud;no urgente;2024 05 14;1;0;0
7925;jorge;17;otro;manizales;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 01 19;0;1;1
7926;maria;44;otro;cucuta;nan;seguridad;no urgente;2023 05 05;0;0;0
7927;pedro;37;f;cartagena;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 10 18;0;1;0
7928;camilo;40;m;bogota;no hay suficientes escuelas publicas;educacion;no urgente;2023 03 08;1;1;0
7929;sofia;54;m;manizales;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 02 27;1;0;1
7930;juan;48;m;bogota;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 10 10;1;1;1
7931;juan;79;otro;cartagena;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 05 03;0;1;0
7932;pedro;48;otro;cali;las calles estan muy oscuras y peligrosas;salud;urgente;2023 01 24;1;1;1
7933;laura;48;f;santa marta;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 11 27;1;1;1
7934;pedro;47;f;manizales;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 10 03;0;0;1
7935;juan;25;m;cartagena;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 05 01;0;1;1
7936;valentina;45;f;manizales;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 02 17;1;1;1
7937;pedro;20;m;barranquilla;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 01 31;0;1;0
7938;sofia;45;nan;barranquilla;faltan medicos en el centro de salud;educacion;urgente;2023 03 10;1;1;1
7939;ana;50;nan;cartagena;no hay suficientes escuelas publicas;seguridad;urgente;2023 02 18;1;1;1
7940;juan;64;m;bogota;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 10 26;1;0;0
7941;laura;21;f;manizales;hay problemas con la recoleccion de basura;salud;urgente;2024 03 20;0;1;1
7942;camilo;32;otro;bogota;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 10 12;0;0;1
7943;carlos;29;otro;cali;las basuras no se recogen a tiempo;seguridad;urgente;2023 03 10;1;0;1
7944;laura;53;otro;manizales;nan;salud;no urgente;2023 11 21;1;0;1
7945;valentina;61;m;medellin;la contaminacion del rio esta aumentando;seguridad;urgente;2024 01 25;1;1;0
7946;carlos;78;m;barranquilla;queremos mas presencia policial;educacion;no urgente;2024 05 24;0;0;0
7947;ana;78;nan;santa marta;queremos mas presencia policial;salud;urgente;2023 03 28;1;0;1
7948;valentina;74;otro;bucaramanga;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 10 15;1;1;0
7949;maria;80;nan;bucaramanga;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 06 13;1;1;0
7950;ana;68;m;barranquilla;necesitamos mas acceso a internet en la zona;seguridad;urgente;2023 07 18;1;0;0
7951;valentina;34;f;barranquilla;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2023 07 04;1;0;0
7952;carlos;39;otro;cali;las basuras no se recogen a tiempo;educacion;no urgente;2023 04 01;1;0;1
7953;laura;76;nan;cartagena;falta agua potable en varias casas;educacion;no urgente;2024 11 21;1;1;1
7954;camilo;66;f;bogota;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 04 29;0;0;0
7955;pedro;39;f;cucuta;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 12 06;0;1;0
7956;valentina;38;f;barranquilla;las basuras no se recogen a tiempo;educacion;no urgente;2024 03 24;1;0;1
7957;camilo;;otro;manizales;nan;medio ambiente;no urgente;2023 06 17;1;0;0
7958;jorge;51;f;manizales;no hay suficientes escuelas publicas;salud;urgente;2023 08 10;1;1;0
7959;juan;42;f;cucuta;falta agua potable en varias casas;educacion;no urgente;2024 03 16;0;1;1
7960;juan;25;f;cucuta;falta agua potable en varias casas;seguridad;urgente;2024 06 13;1;1;1
7961;carlos;73;otro;bucaramanga;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 04 05;1;1;0
7962;sofia;22;m;cali;faltan medicos en el centro de salud;medio ambiente;no urgente;2024 07 11;0;1;0
7963;camilo;16;f;bogota;necesitamos mas acceso a internet en la zona;educacion;urgente;2024 03 09;0;0;1
7964;ana;53;otro;bucaramanga;hay problemas con la recoleccion de basura;salud;urgente;2023 12 02;1;1;0
7965;carlos;65;m;pereira;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 06 06;1;1;0
7966;ana;20;f;bogota;hay problemas con la recoleccion de basura;salud;no urgente;2023 10 23;0;1;0
7967;valentina;43;m;santa marta;falta agua potable en varias casas;medio ambiente;no urgente;2023 08 22;0;0;1
7968;camilo;33;f;bucaramanga;las basuras no se recogen a tiempo;educacion;no urgente;2024 05 16;1;1;1
7969;laura;;f;barranquilla;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 01 31;1;0;1
7970;sofia;75;m;manizales;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2024 04 11;0;0;0
7971;laura;47;f;bucaramanga;hay problemas con la recoleccion de basura;educacion;no urgente;2023 11 27;1;1;1
7972;camilo;40;otro;bucaramanga;falta agua potable en varias casas;medio ambiente;no urgente;2024 09 09;1;1;1
7973;ana;66;f;pereira;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 05 24;1;0;1
7974;jorge;72;m;cali;queremos mas presencia policial;salud;no urgente;2023 05 22;0;0;1
7975;carlos;43;f;nan;no hay suficientes escuelas publicas;educacion;urgente;2023 06 15;1;0;0
7976;juan;22;f;cali;hay problemas con la recoleccion de basura;educacion;no urgente;2024 04 20;0;1;1
7977;juan;30;m;bogota;queremos mas presencia policial;medio ambiente;no urgente;2024 07 01;1;0;1
7978;camilo;54;f;cali;queremos mas presencia policial;salud;urgente;2023 07 14;1;1;1
7979;valentina;25;m;bogota;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 10 04;0;1;1
7980;camilo;43;f;cucuta;nan;seguridad;no urgente;2023 12 28;0;0;0
7981;laura;72;otro;bucaramanga;queremos mas presencia policial;seguridad;no urgente;2023 03 04;1;0;0
7982;pedro;75;m;medellin;las basuras no se recogen a tiempo;seguridad;no urgente;2024 07 09;1;0;1
7983;jorge;43;f;cali;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2024 11 14;1;0;1
7984;carlos;52;otro;bogota;falta agua potable en varias casas;medio ambiente;no urgente;2024 02 12;1;0;1
7985;maria;45;otro;barranquilla;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 09 04;0;0;0
7986;sofia;17;m;cucuta;no hay suficientes escuelas publicas;seguridad;urgente;2023 01 25;1;1;1
7987;jorge;70;otro;santa marta;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 07 19;1;1;0
7988;jorge;15;otro;bogota;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 08 18;1;1;1
7989;sofia;28;m;barranquilla;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 11 13;1;0;1
7990;juan;17;m;barranquilla;queremos mas presencia policial;seguridad;urgente;2023 05 02;0;1;1
7991;valentina;54;m;bucaramanga;las basuras no se recogen a tiempo;salud;urgente;2023 10 08;0;1;1
7992;laura;50;f;medellin;hay problemas con la recoleccion de basura;seguridad;urgente;2024 09 09;1;1;1
7993;ana;34;m;cartagena;la contaminacion del rio esta aumentando;educacion;urgente;2023 06 15;1;1;1
7994;pedro;42;m;santa marta;queremos mas presencia policial;salud;urgente;2024 11 15;0;0;1
7995;maria;37;otro;manizales;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 07 29;0;1;1
7996;pedro;60;f;medellin;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 02 29;0;0;0
7997;camilo;35;otro;cartagena;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2023 11 22;1;1;1
7998;pedro;43;otro;medellin;nan;educacion;no urgente;2024 05 16;0;0;0
7999;juan;31;nan;cartagena;hay problemas con la recoleccion de basura;salud;urgente;2023 04 18;0;1;1
8000;ana;55;otro;cucuta;queremos mas presencia policial;educacion;no urgente;2023 06 03;0;1;1
8001;jorge;64;otro;barranquilla;queremos mas presencia policial;educacion;no urgente;2023 06 22;1;0;1
8002;ana;18;otro;manizales;faltan medicos en el centro de salud;seguridad;urgente;2023 07 22;0;1;1
8003;sofia;69;m;pereira;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 07 18;0;1;0
8004;valentina;42;m;barranquilla;hay problemas con la recoleccion de basura;educacion;urgente;2024 07 09;1;1;0
8005;pedro;79;m;cartagena;falta agua potable en varias casas;medio ambiente;no urgente;2024 05 03;0;1;0
8006;valentina;50;f;bucaramanga;queremos mas presencia policial;seguridad;no urgente;2024 10 18;1;0;1
8007;valentina;70;m;bogota;la contaminacion del rio esta aumentando;seguridad;urgente;2023 03 26;1;0;1
8008;juan;64;otro;medellin;las basuras no se recogen a tiempo;medio ambiente;no urgente;2023 08 20;1;0;1
8009;valentina;36;m;bogota;falta agua potable en varias casas;salud;no urgente;2024 06 18;1;0;1
8010;maria;59;m;santa marta;queremos mas presencia policial;seguridad;no urgente;2024 08 04;1;0;1
8011;laura;35;otro;santa marta;necesitamos mas acceso a internet en la zona;salud;urgente;2023 05 16;0;1;0
8012;ana;46;otro;cartagena;las basuras no se recogen a tiempo;seguridad;no urgente;2023 09 22;1;0;1
8013;camilo;69;f;bogota;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2023 09 30;1;0;1
8014;jorge;18;f;cali;no hay suficientes escuelas publicas;educacion;no urgente;2023 06 04;0;1;0
8015;ana;24;otro;medellin;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 07 01;0;1;0
8016;valentina;25;otro;manizales;la contaminacion del rio esta aumentando;medio ambiente;urgente;2023 12 18;1;0;1
8017;maria;77;m;medellin;faltan medicos en el centro de salud;salud;urgente;2024 03 08;0;0;0
8018;maria;61;m;manizales;queremos mas presencia policial;seguridad;urgente;2023 07 19;0;1;1
8019;maria;32;f;bogota;faltan medicos en el centro de salud;salud;no urgente;2024 02 24;1;1;0
8020;laura;77;otro;medellin;queremos mas presencia policial;seguridad;no urgente;2023 12 01;1;1;1
8021;juan;58;m;santa marta;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 05 17;0;0;1
8022;ana;62;otro;cucuta;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 05 04;0;0;1
8023;sofia;53;f;cucuta;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 06 17;1;0;0
8024;juan;41;otro;santa marta;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 06 14;1;0;1
8025;jorge;32;otro;cali;nan;seguridad;no urgente;2024 08 16;1;0;1
8026;valentina;73;m;nan;la contaminacion del rio esta aumentando;educacion;no urgente;2024 12 01;0;0;0
8027;maria;;m;cali;las basuras no se recogen a tiempo;seguridad;urgente;2024 08 24;1;1;1
8028;maria;44;otro;medellin;falta agua potable en varias casas;educacion;urgente;2023 01 24;1;1;0
8029;jorge;48;f;cali;la contaminacion del rio esta aumentando;educacion;no urgente;2023 09 22;0;0;0
8030;jorge;24;m;pereira;la contaminacion del rio esta aumentando;salud;no urgente;2024 07 15;1;1;1
8031;ana;25;m;barranquilla;falta agua potable en varias casas;medio ambiente;no urgente;2024 11 16;1;1;1
8032;laura;52;f;cali;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2023 02 03;0;0;1
8033;camilo;36;f;bogota;faltan medicos en el centro de salud;seguridad;no urgente;2024 10 07;1;0;1
8034;ana;17;f;cali;no hay suficientes escuelas publicas;educacion;urgente;2024 05 10;1;0;1
8035;carlos;74;f;barranquilla;queremos mas presencia policial;salud;urgente;2024 03 08;1;1;1
8036;camilo;38;f;cucuta;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 03 21;0;0;1
8037;jorge;27;otro;barranquilla;faltan medicos en el centro de salud;educacion;urgente;2024 09 18;0;1;1
8038;juan;45;otro;barranquilla;las basuras no se recogen a tiempo;educacion;urgente;2024 03 18;0;1;0
8039;juan;;m;cali;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 10 20;0;1;1
8040;camilo;30;m;bogota;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 05 07;0;0;1
8041;sofia;38;nan;santa marta;la contaminacion del rio esta aumentando;salud;urgente;2024 07 06;1;0;0
8042;juan;70;otro;cali;nan;seguridad;urgente;2023 05 11;0;1;1
8043;camilo;46;m;bogota;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2023 07 20;1;1;0
8044;valentina;40;f;cartagena;queremos mas presencia policial;seguridad;no urgente;2023 10 20;1;0;1
8045;maria;71;m;medellin;no hay suficientes escuelas publicas;educacion;no urgente;2024 10 17;0;0;0
8046;carlos;59;m;manizales;la contaminacion del rio esta aumentando;salud;urgente;2023 06 03;0;1;1
8047;jorge;37;otro;bogota;no hay suficientes escuelas publicas;seguridad;urgente;2023 04 29;1;1;0
8048;maria;69;otro;cali;queremos mas presencia policial;salud;no urgente;2024 02 23;0;1;1
8049;ana;;f;cucuta;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 08 24;1;1;1
8050;laura;18;m;barranquilla;hay problemas con la recoleccion de basura;salud;no urgente;2023 06 07;0;0;1
8051;valentina;59;m;bucaramanga;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 02 28;0;0;0
8052;camilo;79;m;medellin;la contaminacion del rio esta aumentando;seguridad;urgente;2023 09 10;1;1;1
8053;juan;37;f;cartagena;necesitamos mas acceso a internet en la zona;salud;no urgente;2023 11 23;1;1;1
8054;ana;23;otro;pereira;la contaminacion del rio esta aumentando;educacion;no urgente;2024 03 30;0;0;0
8055;valentina;46;m;manizales;hay problemas con la recoleccion de basura;educacion;urgente;2023 02 12;0;0;0
8056;ana;44;otro;cartagena;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 05 19;1;0;0
8057;pedro;34;f;cartagena;faltan medicos en el centro de salud;seguridad;urgente;2023 08 15;0;1;0
8058;sofia;;otro;cucuta;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2023 08 08;0;1;0
8059;camilo;51;m;cucuta;las basuras no se recogen a tiempo;seguridad;no urgente;2024 09 26;0;1;1
8060;maria;78;m;pereira;queremos mas presencia policial;educacion;urgente;2023 11 22;0;0;1
8061;carlos;55;otro;cartagena;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2024 05 15;0;1;0
8062;jorge;38;m;cali;falta agua potable en varias casas;seguridad;no urgente;2023 04 01;0;0;1
8063;valentina;79;f;manizales;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 02 16;0;0;1
8064;carlos;24;m;bogota;las basuras no se recogen a tiempo;salud;no urgente;2023 09 04;1;0;0
8065;juan;42;otro;pereira;las calles estan muy oscuras y peligrosas;medio ambiente;no urgente;2023 05 12;1;1;0
8066;jorge;21;f;nan;no tenemos centros culturales ni bibliotecas;educacion;urgente;2024 10 01;1;1;0
8067;jorge;75;otro;medellin;hay problemas con la recoleccion de basura;salud;no urgente;2023 09 20;1;0;0
8068;camilo;33;otro;bogota;falta agua potable en varias casas;salud;no urgente;2024 06 15;0;1;0
8069;carlos;60;otro;manizales;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 11 04;1;0;0
8070;ana;77;otro;manizales;la contaminacion del rio esta aumentando;medio ambiente;urgente;2024 04 23;0;0;1
8071;camilo;43;otro;bucaramanga;no hay suficientes escuelas publicas;salud;no urgente;2024 10 09;0;0;1
8072;sofia;56;m;santa marta;faltan medicos en el centro de salud;salud;urgente;2023 08 03;0;1;1
8073;maria;40;otro;pereira;queremos mas presencia policial;educacion;no urgente;2023 04 29;0;1;1
8074;jorge;31;m;nan;faltan medicos en el centro de salud;educacion;urgente;2023 03 25;0;1;1
8075;valentina;45;f;pereira;las basuras no se recogen a tiempo;salud;no urgente;2024 02 22;1;1;1
8076;juan;79;otro;cartagena;la contaminacion del rio esta aumentando;seguridad;urgente;2024 03 26;1;0;1
8077;sofia;25;f;cali;las basuras no se recogen a tiempo;educacion;urgente;2024 01 05;0;0;0
8078;sofia;;otro;medellin;las basuras no se recogen a tiempo;salud;urgente;2024 05 14;0;0;1
8079;juan;41;m;pereira;nan;medio ambiente;no urgente;2023 08 30;0;0;0
8080;valentina;74;f;cali;no hay suficientes escuelas publicas;seguridad;no urgente;2023 05 02;0;0;1
8081;sofia;50;m;santa marta;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2024 09 21;0;0;0
8082;juan;60;f;pereira;queremos mas presencia policial;medio ambiente;no urgente;2023 07 06;1;1;1
8083;ana;;f;bucaramanga;las basuras no se recogen a tiempo;salud;urgente;2023 06 08;1;1;0
8084;pedro;;f;cartagena;falta agua potable en varias casas;salud;no urgente;2024 07 27;1;1;1
8085;pedro;;otro;manizales;queremos mas presencia policial;seguridad;urgente;2024 05 10;0;0;0
8086;juan;72;otro;bogota;necesitamos mas acceso a internet en la zona;medio ambiente;urgente;2024 07 16;0;1;0
8087;camilo;32;m;barranquilla;queremos mas presencia policial;salud;no urgente;2023 10 12;1;0;0
8088;ana;68;m;manizales;nan;seguridad;urgente;2024 07 11;0;0;1
8089;camilo;71;m;cucuta;la contaminacion del rio esta aumentando;salud;urgente;2023 03 29;1;1;1
8090;jorge;47;otro;barranquilla;faltan medicos en el centro de salud;seguridad;urgente;2023 11 21;1;1;0
8091;carlos;69;m;santa marta;faltan medicos en el centro de salud;salud;urgente;2023 11 01;0;0;0
8092;pedro;47;m;bucaramanga;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 12 23;0;0;0
8093;sofia;60;f;bucaramanga;las calles estan muy oscuras y peligrosas;salud;urgente;2024 03 16;1;0;1
8094;pedro;79;f;pereira;queremos mas presencia policial;seguridad;no urgente;2024 09 09;1;1;0
8095;juan;36;otro;cartagena;queremos mas presencia policial;salud;urgente;2024 03 09;1;1;1
8096;maria;16;otro;manizales;las basuras no se recogen a tiempo;salud;no urgente;2023 01 15;0;0;0
8097;maria;22;f;santa marta;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 07 01;0;1;1
8098;pedro;23;f;manizales;no hay suficientes escuelas publicas;seguridad;urgente;2024 11 09;0;0;0
8099;carlos;50;m;cali;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 03 16;0;0;0
8100;camilo;21;m;bogota;las calles estan muy oscuras y peligrosas;salud;urgente;2023 10 13;0;0;0
8101;laura;23;m;santa marta;las basuras no se recogen a tiempo;salud;no urgente;2023 12 19;1;1;1
8102;pedro;49;f;cali;las basuras no se recogen a tiempo;seguridad;no urgente;2024 03 30;0;0;1
8103;carlos;40;m;bucaramanga;hay problemas con la recoleccion de basura;salud;urgente;2024 02 23;0;1;0
8104;juan;47;otro;cucuta;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2024 10 01;0;0;0
8105;pedro;72;otro;pereira;la contaminacion del rio esta aumentando;seguridad;no urgente;2023 10 18;0;0;1
8106;ana;75;f;bucaramanga;las basuras no se recogen a tiempo;seguridad;urgente;2023 09 17;1;1;1
8107;valentina;60;f;manizales;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 06 17;0;1;1
8108;pedro;22;otro;pereira;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 10 08;1;0;0
8109;ana;44;otro;bucaramanga;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 08 29;0;1;0
8110;juan;33;otro;manizales;nan;educacion;no urgente;2023 04 11;1;1;1
8111;maria;59;f;manizales;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 07 04;0;1;0
8112;sofia;65;m;santa marta;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 05 05;1;0;0
8113;camilo;49;otro;pereira;las calles estan muy oscuras y peligrosas;seguridad;no urgente;2024 03 26;0;1;0
8114;maria;58;otro;pereira;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 01 11;0;1;0
8115;sofia;51;otro;cucuta;la contaminacion del rio esta aumentando;salud;no urgente;2023 04 15;0;0;0
8116;valentina;64;f;manizales;hay problemas con la recoleccion de basura;medio ambiente;urgente;2024 08 16;1;0;0
8117;valentina;;nan;cartagena;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 10 23;1;0;1
8118;laura;;otro;pereira;queremos mas presencia policial;salud;urgente;2023 11 12;0;1;0
8119;maria;71;otro;barranquilla;faltan medicos en el centro de salud;salud;no urgente;2024 08 26;1;0;1
8120;laura;32;m;cali;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 06 16;0;0;1
8121;camilo;51;otro;cartagena;falta agua potable en varias casas;salud;urgente;2024 08 02;1;0;1
8122;sofia;15;otro;bucaramanga;necesitamos mas acceso a internet en la zona;salud;urgente;2024 03 10;0;0;0
8123;carlos;78;m;medellin;queremos mas presencia policial;educacion;no urgente;2023 06 06;0;0;1
8124;valentina;60;otro;bogota;hay problemas con la recoleccion de basura;medio ambiente;no urgente;2023 06 04;0;1;1
8125;ana;27;otro;medellin;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 01 04;0;0;1
8126;camilo;39;f;manizales;falta agua potable en varias casas;medio ambiente;no urgente;2023 06 10;1;1;1
8127;camilo;61;nan;manizales;faltan medicos en el centro de salud;salud;urgente;2024 08 20;1;1;1
8128;pedro;17;f;santa marta;las basuras no se recogen a tiempo;seguridad;urgente;2024 11 10;0;1;1
8129;ana;43;f;santa marta;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 03 17;1;0;0
8130;camilo;68;otro;manizales;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 03 30;1;1;0
8131;jorge;51;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 07 03;0;1;0
8132;carlos;38;m;cucuta;las calles estan muy oscuras y peligrosas;salud;urgente;2023 06 19;0;0;1
8133;camilo;19;otro;cucuta;falta agua potable en varias casas;salud;no urgente;2023 05 15;0;0;0
8134;maria;42;m;bogota;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 02 26;1;0;0
8135;sofia;20;m;bogota;no hay suficientes escuelas publicas;salud;no urgente;2023 10 19;1;0;0
8136;laura;56;otro;barranquilla;falta agua potable en varias casas;seguridad;urgente;2023 04 20;0;0;0
8137;maria;63;m;medellin;la contaminacion del rio esta aumentando;salud;urgente;2024 10 25;1;1;0
8138;jorge;46;m;cali;la contaminacion del rio esta aumentando;educacion;urgente;2023 11 12;0;1;1
8139;ana;55;f;medellin;no hay suficientes escuelas publicas;medio ambiente;no urgente;2024 05 22;0;1;0
8140;valentina;36;f;medellin;hay problemas con la recoleccion de basura;seguridad;urgente;2023 12 23;0;0;1
8141;sofia;79;m;bucaramanga;la contaminacion del rio esta aumentando;educacion;urgente;2024 03 04;1;0;1
